,aux_train_acc,aux_train_loss,aux_val_acc,aux_val_loss,epoch,iter,train_acc,train_loss,val_acc,val_loss
0,0.11050000000000004,3.317178726196289,0.11699999999999999,3.4185800552368164,0,0.0,0.5,0.6966404318809509,0.46499999999999997,0.701848566532135
1,0.235,2.179109573364258,0.23099999999999998,2.175530433654785,1,0.0,0.5760000000000001,0.6891144514083862,0.5369999999999999,0.6934594511985779
2,0.498,1.9141433238983154,0.475,1.9270470142364502,2,0.0,0.5760000000000001,0.6788496375083923,0.5369999999999999,0.6896548867225647
3,0.558,1.5388654470443726,0.5389999999999999,1.5532220602035522,3,0.0,0.599,0.6538782119750977,0.565,0.6650230884552002
4,0.6435,1.2875885963439941,0.622,1.3160520792007446,4,0.0,0.677,0.6266820430755615,0.661,0.6385737657546997
5,0.685,1.1523076295852661,0.6675,1.1849963665008545,5,0.0,0.71,0.5814270973205566,0.704,0.5924710631370544
6,0.7295,1.0124374628067017,0.7090000000000001,1.0677807331085205,6,0.0,0.732,0.5325155854225159,0.719,0.5562114119529724
7,0.7865,0.8411117792129517,0.7585,0.8961737155914307,7,0.0,0.752,0.4968063533306122,0.729,0.5274689197540283
8,0.831,0.6830466985702515,0.792,0.7588560581207275,8,0.0,0.793,0.463777631521225,0.764,0.4991646409034729
9,0.85,0.5757268667221069,0.8125,0.6562162041664124,9,0.0,0.8109999999999999,0.44308599829673767,0.785,0.4787916839122772
10,0.8845,0.49519532918930054,0.8355,0.5906752943992615,10,0.0,0.8240000000000001,0.4269489049911499,0.7989999999999999,0.4697411358356476
11,0.899,0.42305415868759155,0.8455,0.5369991064071655,11,0.0,0.837,0.3887520432472229,0.817,0.43239158391952515
12,0.918,0.34285563230514526,0.87,0.4605669379234314,12,0.0,0.874,0.361667662858963,0.827,0.4023623764514923
13,0.9255,0.3047258257865906,0.8775,0.4325500428676605,13,0.0,0.886,0.33586037158966064,0.84,0.3858237564563751
14,0.938,0.2667519450187683,0.882,0.4103090465068817,14,0.0,0.899,0.31149524450302124,0.844,0.3706870973110199
15,0.945,0.22693461179733276,0.896,0.3692900538444519,15,0.0,0.904,0.28652533888816833,0.857,0.3479023575782776
16,0.948,0.20022547245025635,0.9055,0.3372345566749573,16,0.0,0.916,0.27685365080833435,0.855,0.3402099013328552
17,0.952,0.1910254806280136,0.901,0.35774266719818115,17,0.0,0.924,0.2564903199672699,0.877,0.31792590022087097
18,0.953,0.16592034697532654,0.9085,0.318206250667572,18,0.0,0.9319999999999999,0.2267976999282837,0.882,0.2932386100292206
19,0.9575,0.15729936957359314,0.903,0.3673105239868164,19,0.0,0.94,0.21418069303035736,0.884,0.287809818983078
20,0.9595,0.13992278277873993,0.909,0.3120731711387634,20,0.0,0.95,0.211511492729187,0.896,0.28051942586898804
21,0.967,0.12862537801265717,0.906,0.3423751890659332,21,0.0,0.955,0.19529926776885986,0.894,0.2668404281139374
22,0.9695,0.11446352303028107,0.9125,0.3236764073371887,22,0.0,0.952,0.19310514628887177,0.892,0.2733728587627411
23,0.9665,0.10974958539009094,0.909,0.3174266815185547,23,0.0,0.96,0.18066367506980896,0.906,0.2597707509994507
24,0.969,0.1073557510972023,0.9225,0.30296242237091064,24,0.0,0.962,0.17157936096191406,0.902,0.2508414089679718
25,0.9795,0.08052705228328705,0.9235,0.29398858547210693,25,0.0,0.972,0.1561231166124344,0.908,0.24358458817005157
26,0.978,0.08901593089103699,0.925,0.29351407289505005,26,0.0,0.971,0.1516730636358261,0.907,0.23436422646045685
27,0.983,0.07493376731872559,0.927,0.28717032074928284,27,0.0,0.975,0.1364474892616272,0.908,0.22959469258785248
28,0.9835,0.06588245928287506,0.921,0.3114798665046692,28,0.0,0.983,0.12233296036720276,0.909,0.2256080061197281
29,0.9825,0.05999574810266495,0.929,0.2833552360534668,29,0.0,0.98,0.12489042431116104,0.915,0.21793347597122192
30,0.9875,0.049313388764858246,0.9255,0.3122004270553589,30,0.0,0.976,0.1183176338672638,0.92,0.210322767496109
31,0.9845,0.055829185992479324,0.927,0.3063838481903076,31,0.0,0.981,0.10998766124248505,0.925,0.20299166440963745
32,0.987,0.048187047243118286,0.924,0.30130907893180847,32,0.0,0.983,0.11391016840934753,0.9299999999999999,0.20177151262760162
33,0.988,0.04584585875272751,0.9265,0.30515891313552856,33,0.0,0.982,0.11057335883378983,0.923,0.20543606579303741
34,0.989,0.037476733326911926,0.928,0.3295893371105194,34,0.0,0.987,0.09754160046577454,0.926,0.19531714916229248
35,0.988,0.041069395840168,0.922,0.34879016876220703,35,0.0,0.991,0.08437745273113251,0.924,0.1880202293395996
36,0.992,0.03783146291971207,0.9335,0.3286513686180115,36,0.0,0.991,0.08671397715806961,0.933,0.17942845821380615
37,0.991,0.03822166100144386,0.9319999999999999,0.31343939900398254,37,0.0,0.989,0.08754163235425949,0.9299999999999999,0.19457581639289856
38,0.9905,0.033960383385419846,0.9305,0.31223469972610474,38,0.0,0.992,0.08495012670755386,0.931,0.17902763187885284
39,0.9915,0.027988621965050697,0.931,0.3214806318283081,39,0.0,0.992,0.0727497786283493,0.9339999999999999,0.16115812957286835
40,0.991,0.03122049942612648,0.9265,0.3283185362815857,40,0.0,0.994,0.0742115005850792,0.9410000000000001,0.1653512418270111
41,0.994,0.022489098832011223,0.933,0.3217451274394989,41,0.0,0.994,0.06571255624294281,0.937,0.1700088530778885
42,0.993,0.025917306542396545,0.925,0.37753188610076904,42,0.0,0.994,0.06473178416490555,0.933,0.1816405951976776
43,0.993,0.02216271311044693,0.9275,0.3845842480659485,43,0.0,0.993,0.05758177489042282,0.94,0.16971828043460846
44,0.9945,0.020826488733291626,0.9319999999999999,0.36472287774086,44,0.0,0.997,0.05130796879529953,0.937,0.16956059634685516
45,0.994,0.021741554141044617,0.933,0.3530336022377014,45,0.0,0.994,0.05609659105539322,0.945,0.16276490688323975
46,0.9945,0.021419525146484375,0.927,0.37640905380249023,46,0.0,0.99,0.056251030415296555,0.937,0.1659013032913208
47,0.996,0.018186237663030624,0.9335,0.3605862855911255,47,0.0,0.997,0.05206819623708725,0.946,0.1460026055574417
48,0.9935,0.019201697781682014,0.926,0.3899185061454773,48,0.0,0.998,0.05037546902894974,0.933,0.16726557910442352
49,0.9965,0.018951544538140297,0.9325,0.37368085980415344,49,0.0,0.996,0.06148343160748482,0.94,0.17163695394992828
0,0.09550000000000003,2.5867490768432617,0.09999999999999998,2.584441661834717,0,1.0,0.473,0.7042948603630066,0.46499999999999997,0.7038534283638
1,0.21350000000000002,2.2151732444763184,0.21499999999999997,2.2126693725585938,1,1.0,0.521,0.6981175541877747,0.526,0.6971287131309509
2,0.3025,1.982208490371704,0.31899999999999995,1.9664654731750488,2,1.0,0.554,0.692805290222168,0.5780000000000001,0.6874036192893982
3,0.4475,1.6534435749053955,0.46599999999999997,1.623762845993042,3,1.0,0.611,0.6533353924751282,0.628,0.6468786001205444
4,0.523,1.3658398389816284,0.5425,1.337000846862793,4,1.0,0.7130000000000001,0.5708483457565308,0.721,0.5645534992218018
5,0.5795,1.1739964485168457,0.5880000000000001,1.1622674465179443,5,1.0,0.762,0.5061323642730713,0.75,0.5094925761222839
6,0.6395,1.0760431289672852,0.645,1.0764918327331543,6,1.0,0.784,0.4571187198162079,0.766,0.46596822142601013
7,0.74,0.9674842357635498,0.7535000000000001,0.9755712747573853,7,1.0,0.8049999999999999,0.4166507422924042,0.786,0.43645477294921875
8,0.8240000000000001,0.814711332321167,0.8180000000000001,0.8480314016342163,8,1.0,0.8220000000000001,0.3838760554790497,0.8069999999999999,0.41209107637405396
9,0.857,0.6428436040878296,0.8445,0.7087178230285645,9,1.0,0.8280000000000001,0.37125614285469055,0.8160000000000001,0.3964112401008606
10,0.878,0.5580312013626099,0.861,0.6298068761825562,10,1.0,0.833,0.36896127462387085,0.821,0.39672309160232544
11,0.8975,0.48879969120025635,0.8785000000000001,0.5889605283737183,11,1.0,0.85,0.3464123010635376,0.8260000000000001,0.37729066610336304
12,0.908,0.432834267616272,0.876,0.548835277557373,12,1.0,0.866,0.3266569972038269,0.835,0.35777661204338074
