,aux_train_acc,aux_train_loss,aux_val_acc,aux_val_loss,epoch,iter,train_acc,train_loss,val_acc,val_loss
0,,,,,0,0.0,0.44099999999999995,0.7302220463752747,0.476,0.7262731790542603
1,,,,,1,0.0,0.764,0.48955029249191284,0.759,0.49158361554145813
2,,,,,2,0.0,0.838,0.36437520384788513,0.789,0.4161798059940338
3,,,,,3,0.0,0.897,0.2596825063228607,0.8049999999999999,0.40821486711502075
4,,,,,4,0.0,0.948,0.15771402418613434,0.821,0.4405880570411682
5,,,,,5,0.0,0.975,0.09763231873512268,0.8260000000000001,0.5041502118110657
6,,,,,6,0.0,0.987,0.051199208945035934,0.8180000000000001,0.5999358296394348
7,,,,,7,0.0,0.987,0.04530822113156319,0.81,0.808249831199646
8,,,,,8,0.0,0.985,0.04382031410932541,0.8,0.8788395524024963
9,,,,,9,0.0,0.958,0.10840612649917603,0.806,0.8131200671195984
10,,,,,10,0.0,0.961,0.11852037161588669,0.813,0.5991609692573547
11,,,,,11,0.0,0.995,0.039268430322408676,0.838,0.5289838314056396
12,,,,,12,0.0,0.999,0.013612625189125538,0.8200000000000001,0.6596449017524719
13,,,,,13,0.0,1.0,0.004486079327762127,0.831,0.8124802112579346
14,,,,,14,0.0,1.0,0.001430773176252842,0.835,0.8778733611106873
15,,,,,15,0.0,1.0,0.000795782427303493,0.834,0.9167064428329468
16,,,,,16,0.0,1.0,0.0004804233321920037,0.837,0.950559139251709
17,,,,,17,0.0,1.0,0.0003608489059843123,0.834,0.9764888286590576
18,,,,,18,0.0,1.0,0.0002945345768239349,0.836,0.9959132075309753
19,,,,,19,0.0,1.0,0.00025022041518241167,0.836,1.0109758377075195
20,,,,,20,0.0,1.0,0.00021847749303560704,0.835,1.023704171180725
21,,,,,21,0.0,1.0,0.00019435251306276768,0.837,1.0351057052612305
22,,,,,22,0.0,1.0,0.0001750582450767979,0.837,1.04576575756073
23,,,,,23,0.0,1.0,0.00015910458751022816,0.836,1.055769920349121
24,,,,,24,0.0,1.0,0.00014556347741745412,0.836,1.0651243925094604
25,,,,,25,0.0,1.0,0.0001338398433290422,0.836,1.0739398002624512
26,,,,,26,0.0,1.0,0.00012363660789560527,0.835,1.0823485851287842
27,,,,,27,0.0,1.0,0.0001146651484305039,0.835,1.0904282331466675
28,,,,,28,0.0,1.0,0.00010672402277123183,0.835,1.0982043743133545
29,,,,,29,0.0,1.0,9.962511103367433e-05,0.835,1.1057039499282837
30,,,,,30,0.0,1.0,9.325253631686792e-05,0.835,1.1129391193389893
31,,,,,31,0.0,1.0,8.751928544370458e-05,0.834,1.119880199432373
32,,,,,32,0.0,1.0,8.234191045630723e-05,0.834,1.1265757083892822
33,,,,,33,0.0,1.0,7.765102054690942e-05,0.835,1.1330623626708984
34,,,,,34,0.0,1.0,7.335412374231964e-05,0.835,1.1393431425094604
35,,,,,35,0.0,1.0,6.941890751477331e-05,0.835,1.1454496383666992
36,,,,,36,0.0,1.0,6.581127672689036e-05,0.835,1.1513645648956299
37,,,,,37,0.0,1.0,6.248879071790725e-05,0.835,1.1571439504623413
38,,,,,38,0.0,1.0,5.938815957051702e-05,0.835,1.1627862453460693
39,,,,,39,0.0,1.0,5.6536911870352924e-05,0.835,1.168296217918396
40,,,,,40,0.0,1.0,5.389261423260905e-05,0.835,1.1736955642700195
41,,,,,41,0.0,1.0,5.1401613745838404e-05,0.835,1.1789699792861938
42,,,,,42,0.0,1.0,4.910421193926595e-05,0.835,1.1840277910232544
43,,,,,43,0.0,1.0,4.693531809607521e-05,0.835,1.18892240524292
44,,,,,44,0.0,1.0,4.491901563596912e-05,0.836,1.1937386989593506
45,,,,,45,0.0,1.0,4.3013809772673994e-05,0.835,1.1984902620315552
46,,,,,46,0.0,1.0,4.125213672523387e-05,0.835,1.2031245231628418
47,,,,,47,0.0,1.0,3.957676744903438e-05,0.835,1.207678198814392
48,,,,,48,0.0,1.0,3.800249032792635e-05,0.835,1.2121386528015137
49,,,,,49,0.0,1.0,3.65238192898687e-05,0.834,1.2164697647094727
50,,,,,50,0.0,1.0,3.512287003104575e-05,0.834,1.2207072973251343
51,,,,,51,0.0,1.0,3.380417911102995e-05,0.834,1.2249157428741455
52,,,,,52,0.0,1.0,3.2555341022089124e-05,0.834,1.2288587093353271
53,,,,,53,0.0,1.0,3.1350373319583014e-05,0.834,1.232648491859436
54,,,,,54,0.0,1.0,3.0191898986231536e-05,0.834,1.2362629175186157
55,,,,,55,0.0,1.0,2.9103994165780023e-05,0.834,1.239741563796997
56,,,,,56,0.0,1.0,2.807593409670517e-05,0.834,1.243125081062317
57,,,,,57,0.0,1.0,2.7091264200862497e-05,0.834,1.2463955879211426
58,,,,,58,0.0,1.0,2.6160954803344794e-05,0.834,1.2497845888137817
59,,,,,59,0.0,1.0,2.5279998226324096e-05,0.834,1.253113865852356
60,,,,,60,0.0,1.0,2.4425506126135588e-05,0.834,1.2564016580581665
61,,,,,61,0.0,1.0,2.3619413695996627e-05,0.834,1.2598639726638794
62,,,,,62,0.0,1.0,2.2830725356470793e-05,0.834,1.2631664276123047
63,,,,,63,0.0,1.0,2.2080897906562313e-05,0.834,1.2665724754333496
64,,,,,64,0.0,1.0,2.137374940502923e-05,0.834,1.2699631452560425
65,,,,,65,0.0,1.0,2.0685673007392325e-05,0.834,1.2731082439422607
66,,,,,66,0.0,1.0,1.9966126274084672e-05,0.833,1.276200532913208
67,,,,,67,0.0,1.0,1.9277811588835903e-05,0.833,1.2797170877456665
68,,,,,68,0.0,1.0,1.8656730389920995e-05,0.833,1.2833865880966187
69,,,,,69,0.0,1.0,1.806569161999505e-05,0.833,1.2868603467941284
0,,,,,0,1.0,0.44299999999999995,0.7096440196037292,0.43700000000000006,0.7116509675979614
1,,,,,1,1.0,0.77,0.47804564237594604,0.763,0.4802979826927185
2,,,,,2,1.0,0.842,0.36200201511383057,0.786,0.4248417913913727
3,,,,,3,1.0,0.891,0.285116046667099,0.812,0.3941081464290619
4,,,,,4,1.0,0.92,0.20325620472431183,0.8200000000000001,0.4077298939228058
5,,,,,5,1.0,0.965,0.12346094846725464,0.831,0.4620823264122009
6,,,,,6,1.0,0.965,0.09782354533672333,0.8140000000000001,0.5521217584609985
7,,,,,7,1.0,0.963,0.08826827257871628,0.8220000000000001,0.5662240386009216
8,,,,,8,1.0,0.986,0.0372740663588047,0.835,0.6249932050704956
