,aux_train_acc,aux_train_loss,aux_val_acc,aux_val_loss,epoch,iter,train_acc,train_loss,val_acc,val_loss
0,0.10250000000000004,3.90980863571167,0.10150000000000003,3.9893317222595215,0,0.0,0.522,0.7298116087913513,0.5469999999999999,0.715820848941803
1,0.48250000000000004,1.5654611587524414,0.46799999999999997,1.5815300941467285,1,0.0,0.5549999999999999,0.6826119422912598,0.504,0.6863695383071899
2,0.7805,0.7641617059707642,0.7705,0.8024024963378906,2,0.0,0.661,0.5942180752754211,0.651,0.6052308082580566
3,0.8835,0.4042739272117615,0.862,0.4862540364265442,3,0.0,0.74,0.5202524065971375,0.729,0.5248939990997314
4,0.9165,0.2716529071331024,0.8775,0.4135039448738098,4,0.0,0.764,0.4820135235786438,0.747,0.49771612882614136
5,0.9465,0.19202463328838348,0.898,0.37453293800354004,5,0.0,0.795,0.44066116213798523,0.768,0.47783273458480835
6,0.966,0.14254140853881836,0.9055,0.34924039244651794,6,0.0,0.8260000000000001,0.39538025856018066,0.782,0.4478197991847992
7,0.9705,0.1277136206626892,0.905,0.34424060583114624,7,0.0,0.844,0.3603138029575348,0.8009999999999999,0.41787514090538025
8,0.98,0.08401482552289963,0.9105,0.3383604884147644,8,0.0,0.864,0.3225049078464508,0.8180000000000001,0.3903144299983978
9,0.9745,0.08585201948881149,0.904,0.3971633315086365,9,0.0,0.87,0.29183778166770935,0.8260000000000001,0.3686452805995941
10,0.9815,0.06554865837097168,0.9105,0.34543150663375854,10,0.0,0.888,0.2642935514450073,0.837,0.3499610424041748
11,0.9715,0.0917234718799591,0.9085,0.4089086651802063,11,0.0,0.881,0.2739027142524719,0.827,0.37365248799324036
12,0.985,0.056210216134786606,0.919,0.3636188805103302,12,0.0,0.912,0.2305084466934204,0.844,0.3305481970310211
13,0.9885,0.04628686234354973,0.9135,0.3547046482563019,13,0.0,0.926,0.19706721603870392,0.853,0.321870893239975
14,0.9905,0.03584565967321396,0.919,0.3850313127040863,14,0.0,0.903,0.222100630402565,0.844,0.3810279071331024
15,0.998,0.013355736620724201,0.9315,0.31882691383361816,15,0.0,0.951,0.14927458763122559,0.861,0.3018912672996521
16,0.9965,0.014039664529263973,0.9315,0.29040682315826416,16,0.0,0.961,0.13555020093917847,0.869,0.2933579385280609
17,1.0,0.0069927796721458435,0.9319999999999999,0.299924373626709,17,0.0,0.97,0.10850095003843307,0.879,0.2749618589878082
18,1.0,0.005082427524030209,0.9335,0.33192020654678345,18,0.0,0.974,0.09332934021949768,0.883,0.2855914533138275
19,1.0,0.0031947875395417213,0.9355,0.3103441596031189,19,0.0,0.983,0.07409675419330597,0.879,0.2842950224876404
20,1.0,0.002557098399847746,0.935,0.32109910249710083,20,0.0,0.987,0.060325656086206436,0.885,0.28389790654182434
21,1.0,0.0022586360573768616,0.9345,0.32797712087631226,21,0.0,0.991,0.04965983331203461,0.886,0.2832401394844055
22,1.0,0.002048904076218605,0.9345,0.33190271258354187,22,0.0,0.993,0.04074752330780029,0.884,0.2878677546977997
23,1.0,0.0018412151839584112,0.9339999999999999,0.337598592042923,23,0.0,0.997,0.033782608807086945,0.885,0.29404211044311523
24,1.0,0.0016737630357965827,0.935,0.33987462520599365,24,0.0,0.998,0.02788655087351799,0.886,0.3002559542655945
25,1.0,0.001533576287329197,0.9339999999999999,0.34416577219963074,25,0.0,0.998,0.02307766117155552,0.884,0.30466192960739136
26,1.0,0.0014102247077971697,0.935,0.34803566336631775,26,0.0,0.999,0.01915380358695984,0.886,0.3107384145259857
27,1.0,0.0012970204697921872,0.935,0.3507799506187439,27,0.0,1.0,0.015961769968271255,0.886,0.31693241000175476
28,1.0,0.0011961564887315035,0.935,0.35425710678100586,28,0.0,1.0,0.013441118411719799,0.887,0.32326221466064453
29,1.0,0.0011072847992181778,0.9355,0.3564559519290924,29,0.0,1.0,0.0113920196890831,0.889,0.33007800579071045
30,1.0,0.0010260732378810644,0.9355,0.3596837520599365,30,0.0,1.0,0.009765717200934887,0.889,0.3372046947479248
31,1.0,0.0009563188650645316,0.9365,0.3620877265930176,31,0.0,1.0,0.008426627144217491,0.89,0.34351369738578796
32,1.0,0.0008939024992287159,0.9365,0.36430418491363525,32,0.0,1.0,0.007347950711846352,0.888,0.3498450219631195
33,1.0,0.0008336575119756162,0.9375,0.366708368062973,33,0.0,1.0,0.006465294398367405,0.889,0.3557080030441284
34,1.0,0.0007822940242476761,0.9375,0.3684834837913513,34,0.0,1.0,0.005728024523705244,0.889,0.36147817969322205
35,1.0,0.0007357659051194787,0.9375,0.370674729347229,35,0.0,1.0,0.0051005687564611435,0.889,0.3669213056564331
