,aux_train_acc,aux_train_loss,aux_val_acc,aux_val_loss,epoch,iter,train_acc,train_loss,val_acc,val_loss
0,0.08950000000000002,2.801459550857544,0.09550000000000003,2.83807373046875,0,0.0,0.53,0.7044824957847595,0.5369999999999999,0.7036262154579163
1,0.6765,1.0395060777664185,0.6619999999999999,1.0807108879089355,1,0.0,0.604,0.6635052561759949,0.616,0.6632080078125
2,0.8625,0.45275676250457764,0.812,0.6112141609191895,2,0.0,0.7030000000000001,0.5864370465278625,0.675,0.6137557625770569
3,0.9145,0.2840946912765503,0.8305,0.5497928857803345,3,0.0,0.759,0.4903830289840698,0.73,0.529029130935669
4,0.9475,0.18341082334518433,0.858,0.49289751052856445,4,0.0,0.779,0.4429680109024048,0.746,0.49474185705184937
5,0.9625,0.143843412399292,0.8625,0.5006654858589172,5,0.0,0.806,0.4054853618144989,0.77,0.47197631001472473
6,0.9615,0.12760819494724274,0.866,0.4815635085105896,6,0.0,0.84,0.35983172059059143,0.776,0.4523632824420929
7,0.9675,0.11178246140480042,0.8785000000000001,0.5069050788879395,7,0.0,0.866,0.3042603135108948,0.795,0.43069779872894287
8,0.974,0.08649612963199615,0.879,0.4876165986061096,8,0.0,0.85,0.3078591823577881,0.81,0.43344444036483765
9,0.991,0.0437399297952652,0.8895,0.42108970880508423,9,0.0,0.905,0.23684042692184448,0.831,0.3703993260860443
10,0.9905,0.04272063821554184,0.876,0.497143030166626,10,0.0,0.908,0.22738038003444672,0.83,0.3687232732772827
11,0.998,0.018251176923513412,0.895,0.3994293808937073,11,0.0,0.9339999999999999,0.18752171099185944,0.847,0.35475125908851624
12,1.0,0.010887715965509415,0.895,0.44989871978759766,12,0.0,0.9410000000000001,0.16028748452663422,0.847,0.3670995235443115
13,1.0,0.006554203107953072,0.8965,0.44087743759155273,13,0.0,0.971,0.11232256889343262,0.855,0.3487626612186432
14,1.0,0.00444034393876791,0.9015,0.4277390241622925,14,0.0,0.981,0.09248866140842438,0.857,0.340310662984848
15,1.0,0.003424034919589758,0.9045,0.43329840898513794,15,0.0,0.988,0.0667325034737587,0.867,0.3344302475452423
16,1.0,0.002689348068088293,0.899,0.4469798803329468,16,0.0,0.994,0.053567517548799515,0.866,0.3550328016281128
17,1.0,0.0022575976327061653,0.901,0.45976486802101135,17,0.0,0.996,0.03873509168624878,0.872,0.358645498752594
18,1.0,0.0019427422666922212,0.9025,0.4675930142402649,18,0.0,0.999,0.03085797093808651,0.873,0.36285820603370667
19,1.0,0.0016644077841192484,0.9,0.47610944509506226,19,0.0,0.999,0.02364780567586422,0.869,0.3763989508152008
20,1.0,0.0014472594484686852,0.9005,0.48525935411453247,20,0.0,1.0,0.018799906596541405,0.869,0.3903772532939911
21,1.0,0.0012831808999180794,0.9005,0.49226707220077515,21,0.0,1.0,0.015311935916543007,0.872,0.3992452323436737
22,1.0,0.001132681150920689,0.901,0.4991498589515686,22,0.0,1.0,0.012586187571287155,0.868,0.411451131105423
23,1.0,0.0010136511409655213,0.8985,0.5057073831558228,23,0.0,1.0,0.010532176122069359,0.87,0.42198479175567627
24,1.0,0.0009165613446384668,0.898,0.5107097625732422,24,0.0,1.0,0.008943111635744572,0.871,0.43064606189727783
25,1.0,0.0008334155427291989,0.899,0.5154517889022827,25,0.0,1.0,0.007670289371162653,0.87,0.4409627318382263
26,1.0,0.0007616186048835516,0.8975,0.5197415351867676,26,0.0,1.0,0.006655226461589336,0.872,0.4492018520832062
27,1.0,0.0006976309232413769,0.897,0.5230692625045776,27,0.0,1.0,0.005819267593324184,0.87,0.4585750699043274
28,1.0,0.0006425365572795272,0.8965,0.5273153781890869,28,0.0,1.0,0.005131382029503584,0.87,0.46646928787231445
29,1.0,0.0005941592389717698,0.8965,0.530600368976593,29,0.0,1.0,0.004554809536784887,0.869,0.4742834270000458
30,1.0,0.0005517394747585058,0.8965,0.5338917970657349,30,0.0,1.0,0.004072347190231085,0.869,0.4815745949745178
31,1.0,0.0005157823325134814,0.897,0.5374274253845215,31,0.0,1.0,0.0036612555850297213,0.869,0.4891394078731537
32,1.0,0.00047872329014353454,0.8965,0.53983473777771,32,0.0,1.0,0.00331521057523787,0.869,0.49568432569503784
33,1.0,0.0004477989859879017,0.8965,0.542896032333374,33,0.0,1.0,0.0030122047755867243,0.869,0.5024168491363525
34,1.0,0.0004213101929053664,0.8965,0.5459003448486328,34,0.0,1.0,0.002746205311268568,0.869,0.5090905427932739
35,1.0,0.0003946735814679414,0.8965,0.5483179688453674,35,0.0,1.0,0.002517340937629342,0.869,0.5153118371963501
36,1.0,0.00037195681943558156,0.8965,0.550938606262207,36,0.0,1.0,0.002310162875801325,0.869,0.5211341381072998
37,1.0,0.0003516135329846293,0.897,0.5537238121032715,37,0.0,1.0,0.002128954976797104,0.869,0.5265641212463379
38,1.0,0.00033166195498779416,0.897,0.5562503337860107,38,0.0,1.0,0.001968707889318466,0.869,0.5325607061386108
39,1.0,0.0003142313798889518,0.897,0.5586104393005371,39,0.0,1.0,0.0018238136544823647,0.869,0.5380964875221252
40,1.0,0.0002977208932861686,0.8975,0.5607075691223145,40,0.0,1.0,0.0016958294436335564,0.869,0.5429413914680481
41,1.0,0.0002829937729984522,0.898,0.5630495548248291,41,0.0,1.0,0.001577900373376906,0.868,0.5484441518783569
42,1.0,0.00026959466049447656,0.8975,0.5651603937149048,42,0.0,1.0,0.0014733579009771347,0.868,0.5530750155448914
43,1.0,0.000256706727668643,0.898,0.5673529505729675,43,0.0,1.0,0.001377972075715661,0.868,0.5578387975692749
44,1.0,0.0002447283477522433,0.8985,0.5691002607345581,44,0.0,1.0,0.0012924589682370424,0.868,0.5626235604286194
45,1.0,0.00023383712687063962,0.898,0.5711455345153809,45,0.0,1.0,0.0012129864189773798,0.868,0.5670815110206604
46,1.0,0.00022339844144880772,0.897,0.5731174349784851,46,0.0,1.0,0.0011418190551921725,0.867,0.5715286731719971
47,1.0,0.0002139120188076049,0.897,0.5749421119689941,47,0.0,1.0,0.0010753965470939875,0.867,0.5761356353759766
48,1.0,0.00020491624309215695,0.897,0.576795220375061,48,0.0,1.0,0.0010151008609682322,0.867,0.5803220868110657
49,1.0,0.0001963710819836706,0.8985,0.5784986019134521,49,0.0,1.0,0.0009599077166058123,0.867,0.5845804214477539
50,1.0,0.00018843126599676907,0.8985,0.5803431868553162,50,0.0,1.0,0.0009084588382393122,0.867,0.5888687372207642
51,1.0,0.00018108607036992908,0.899,0.5820338726043701,51,0.0,1.0,0.000860974017996341,0.867,0.5927430391311646
52,1.0,0.0001742060121614486,0.8985,0.5834131240844727,52,0.0,1.0,0.0008172871312126517,0.867,0.5964394807815552
53,1.0,0.00016744565800763667,0.8985,0.5851657390594482,53,0.0,1.0,0.000777325825765729,0.867,0.6005242466926575
54,1.0,0.0001612760970601812,0.899,0.58673495054245,54,0.0,1.0,0.000739609356969595,0.867,0.604486882686615
55,1.0,0.00015548872761428356,0.899,0.5881592631340027,55,0.0,1.0,0.0007046344690024853,0.868,0.6080223321914673
56,1.0,0.00014997983817011118,0.899,0.5895364284515381,56,0.0,1.0,0.000672201975248754,0.867,0.6115015149116516
57,1.0,0.00014466929133050144,0.899,0.5911754369735718,57,0.0,1.0,0.0006417599506676197,0.867,0.615265429019928
58,1.0,0.0001397194864694029,0.899,0.5926113128662109,58,0.0,1.0,0.0006135748117230833,0.867,0.6186118125915527
59,1.0,0.0001350266975350678,0.899,0.5940979719161987,59,0.0,1.0,0.0005867077852599323,0.867,0.622124195098877
60,1.0,0.00013062142534181476,0.899,0.5956041216850281,60,0.0,1.0,0.0005616385606117547,0.866,0.6253329515457153
61,1.0,0.00012629127013497055,0.899,0.5969455242156982,61,0.0,1.0,0.0005379617214202881,0.866,0.628778338432312
